-45.54,30.72
-45.74,29.07
-46.29,26.88
-45.31,30.72
-45.11,29.62
-45.40,29.62
-45.23,29.62
-45.57,28.52
-44.60,28.52
-44.26,30.17
-44.43,27.42
-43.26,28.52
-44.34,31.26
-41.57,34.01
-42.66,35.10
-40.86,34.01
-40.89,32.91
-40.14,32.36
-39.69,38.39
-37.06,36.75
-36.26,34.01
-27.77,37.85
24.66,16.45
35.34,10.97
34.66,11.52
34.09,11.52
33.46,9.87
29.94,7.68
30.31,8.78
29.26,8.23
27.29,8.78
25.20,8.78
25.86,9.32
25.06,9.87
24.26,7.13
23.51,7.68
26.11,9.32
24.17,6.58
24.29,9.32
24.57,8.23
22.23,8.23
21.91,7.68
24.74,7.68
23.66,8.23
23.49,6.03
22.06,6.58
23.54,7.13
19.29,8.23
18.77,7.13
21.34,8.23
18.97,8.78
19.51,8.23
16.40,5.48
19.46,8.23
18.80,8.78
16.80,6.58
16.20,8.78
16.34,7.68
14.54,7.13
18.20,6.03
10.51,6.03
17.40,6.58
17.26,7.68
17.00,8.78
16.71,6.03
15.40,8.23
11.49,8.78
14.43,6.58
12.23,8.78
8.83,7.13
15.57,7.68
-25.09,16.45
-47.94,27.97
-47.46,27.42
-47.00,26.33
-47.03,29.62
-46.17,28.52
-45.31,29.07
-46.06,29.62
-46.57,28.52
-46.74,33.46
-46.29,29.07
-45.74,28.52
-46.43,28.52
-44.43,29.62
-46.51,27.97
-45.71,29.07
-45.40,28.52
-44.86,30.17
-44.94,30.72
-45.46,29.62
-44.31,33.46
-43.66,32.36
-44.17,34.01
-43.63,32.91
-42.74,35.10
-40.80,25.23
-42.17,38.39
-38.66,38.94
-38.66,35.10
-35.17,32.36
36.63,12.62
38.40,12.07
32.89,11.52
33.49,10.42
29.06,10.42
29.51,9.87
27.57,9.87
29.97,8.78
28.74,8.23
25.74,8.23
26.91,9.87
23.83,9.32
24.09,7.68
25.94,8.78
23.97,8.78
24.97,6.58
24.94,9.87
20.71,9.87
22.57,9.32
22.49,9.32
20.94,10.42
21.17,8.78
20.60,8.23
19.74,8.78
21.14,8.23
19.83,10.42
20.23,6.03
21.49,7.68
19.66,8.23
21.86,7.68
18.09,6.58
19.49,7.68
20.26,6.03
16.26,8.23
17.34,7.13
17.51,9.87
17.94,6.58
16.49,7.68
16.77,7.13
15.91,4.94
14.60,7.13
10.23,10.97
9.11,6.58
14.54,6.03
10.60,9.32
17.34,6.58
11.77,4.39
11.14,7.13
5.83,8.23
